path,filename,class_name,label,width,height,mode,split
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_119.jpg,Metal_119.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_183.jpg,Glass_183.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_102.jpg,Metal_102.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_089.jpg,Paper_089.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_158.jpg,Organic_158.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_159.jpg,B3_159.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_108.jpg,Paper_108.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_102.jpg,Plastic_102.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_142.jpg,Glass_142.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_011.jpg,Plastic_011.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_123.jpg,Organic_123.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_040.jpg,Organic_040.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_006.jpg,Organic_006.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_178.jpg,Paper_178.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_040.jpg,B3_040.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_176.jpg,B3_176.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_009.jpg,Metal_009.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_023.jpg,B3_023.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_070.jpg,B3_070.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_136.jpg,Organic_136.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_143.jpg,Plastic_143.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_187.jpg,Metal_187.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_070.jpg,Glass_070.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_191.jpg,B3_191.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_028.jpg,Metal_028.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_072.jpg,Glass_072.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_175.jpg,Paper_175.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_115.jpg,Organic_115.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_080.jpg,B3_080.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_078.jpg,Organic_078.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_022.jpg,Plastic_022.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_016.jpg,Metal_016.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_104.jpg,Glass_104.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_165.jpg,Glass_165.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_030.jpg,Paper_030.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_023.jpg,Glass_023.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_061.jpg,Organic_061.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_022.jpg,Paper_022.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_089.jpg,Plastic_089.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_011.jpg,Paper_011.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_138.jpg,Paper_138.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_064.jpg,Plastic_064.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_134.jpg,Plastic_134.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_194.jpg,Glass_194.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_050.jpg,B3_050.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_077.jpg,Glass_077.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_100.jpg,B3_100.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_184.jpg,Plastic_184.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_161.jpg,Metal_161.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_146.jpg,Metal_146.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_009.jpg,Organic_009.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_145.jpg,Plastic_145.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_028.jpg,Paper_028.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_142.jpg,Paper_142.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_083.jpg,Plastic_083.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_070.jpg,Metal_070.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_100.jpg,Metal_100.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_146.jpg,Glass_146.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_168.jpg,B3_168.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_167.jpg,Paper_167.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_066.jpg,Organic_066.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_130.jpg,Glass_130.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_181.jpg,Glass_181.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_125.jpg,Organic_125.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_139.jpg,Plastic_139.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_147.jpg,Glass_147.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_096.jpg,Organic_096.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_155.jpg,Metal_155.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_030.jpg,Plastic_030.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_175.jpg,B3_175.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_048.jpg,Metal_048.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_102.jpg,Organic_102.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_154.jpg,Glass_154.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_130.jpg,Metal_130.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_010.jpg,B3_010.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_081.jpg,Metal_081.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_144.jpg,B3_144.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_069.jpg,Metal_069.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_093.jpg,Plastic_093.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_151.jpg,Plastic_151.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_006.jpg,Plastic_006.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_130.jpg,Organic_130.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_141.jpg,Paper_141.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_118.jpg,Metal_118.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_157.jpg,Plastic_157.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_126.jpg,B3_126.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_145.jpg,B3_145.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_198.jpg,Glass_198.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_107.jpg,B3_107.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_137.jpg,Organic_137.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_146.jpg,Organic_146.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_100.jpg,Organic_100.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_118.jpg,Glass_118.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_198.jpg,B3_198.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_120.jpg,Plastic_120.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_118.jpg,B3_118.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_030.jpg,Organic_030.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_160.jpg,Paper_160.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_031.jpg,Glass_031.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_189.jpg,B3_189.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_199.jpg,Metal_199.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_094.jpg,Glass_094.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_059.jpg,Paper_059.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_029.jpg,Plastic_029.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_072.jpg,Metal_072.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_072.jpg,Paper_072.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_009.jpg,B3_009.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_199.jpg,Organic_199.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_064.jpg,Metal_064.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_075.jpg,B3_075.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_127.jpg,Plastic_127.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_018.jpg,Plastic_018.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_138.jpg,Glass_138.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_042.jpg,Paper_042.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_052.jpg,Organic_052.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_014.jpg,Paper_014.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_103.jpg,Paper_103.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_012.jpg,Paper_012.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_160.jpg,Organic_160.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_091.jpg,B3_091.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_138.jpg,Plastic_138.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_164.jpg,B3_164.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_027.jpg,Paper_027.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_175.jpg,Glass_175.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_135.jpg,Organic_135.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_117.jpg,Plastic_117.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_078.jpg,Glass_078.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_152.jpg,B3_152.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_188.jpg,Organic_188.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_102.jpg,B3_102.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_182.jpg,Glass_182.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_076.jpg,Glass_076.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_157.jpg,B3_157.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_114.jpg,Glass_114.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_133.jpg,Plastic_133.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_135.jpg,Paper_135.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_127.jpg,Paper_127.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_123.jpg,Metal_123.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_178.jpg,Organic_178.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_026.jpg,Organic_026.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_004.jpg,Paper_004.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_048.jpg,Plastic_048.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_092.jpg,B3_092.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_195.jpg,Organic_195.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_172.jpg,Glass_172.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_103.jpg,B3_103.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_125.jpg,Glass_125.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_005.jpg,Plastic_005.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_078.jpg,Paper_078.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_175.jpg,Plastic_175.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_047.jpg,Metal_047.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_192.jpg,B3_192.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_105.jpg,Organic_105.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_192.jpg,Metal_192.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_025.jpg,B3_025.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_114.jpg,Paper_114.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_115.jpg,Glass_115.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_091.jpg,Metal_091.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Paper/Paper_037.jpg,Paper_037.jpg,Paper,4,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_087.jpg,Metal_087.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_012.jpg,Plastic_012.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_173.jpg,Plastic_173.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_083.jpg,Metal_083.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_192.jpg,Plastic_192.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_028.jpg,Plastic_028.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_113.jpg,B3_113.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_174.jpg,Metal_174.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_062.jpg,Glass_062.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_155.jpg,Organic_155.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_049.jpg,Plastic_049.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_108.jpg,Metal_108.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_057.jpg,Metal_057.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_115.jpg,B3_115.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_121.jpg,Plastic_121.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Glass/Glass_162.jpg,Glass_162.jpg,Glass,1,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_173.jpg,Metal_173.jpg,Metal,2,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Organic/Organic_161.jpg,Organic_161.jpg,Organic,3,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_047.jpg,Plastic_047.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Plastic/Plastic_091.jpg,Plastic_091.jpg,Plastic,5,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/B3/B3_001.jpg,B3_001.jpg,B3,0,300,300,RGB,train
/content/drive/MyDrive/Capstone Coding Camp 2026/Dataset_Cleaned/Metal/Metal_037.jpg,Metal_037.jpg,Metal,2,300,300,RGB,train
